date,tree,line,Tref,CO2,photosynthesis ,conductance,Ci,CPS,Standard curve equation ,mmol iso_umol_air ,iso_mmol_sec, Iso_mol_pm2_psec
10/5/2014,D11,49-177,25,300,5.9,0.179,226,620,4.8763,1.89545E-06,0.000947723,1.579538745
10/5/2014,D11,49-177,25,200,3.45,0.188,158,635,4.9783,1.93509E-06,0.000967547,1.612578745
10/5/2014,D11,49-177,25,100,0.7,0.189,88.9,635,4.9783,1.93509E-06,0.000967547,1.612578745
10/5/2014,D11,49-177,25,50,-0.4,0.19,52,590,4.6723,1.81615E-06,0.000908075,1.513458745
10/5/2014,D11,49-177,25,400,8.45,0.191,303,630,4.9443,1.92188E-06,0.000960939,1.601565412
10/5/2014,D11,49-177,25,600,12.7,0.191,453,605,4.7743,1.8558E-06,0.000927899,1.546498745
10/5/2014,D11,49-177,25,800,15.7,0.19,614,580,4.6043,1.78972E-06,0.000894859,1.491432078
10/5/2014,D11,49-177,25,1000,17.6,0.19,787,545,4.3663,1.69721E-06,0.000848603,1.414338745
10/5/2014,D11,49-177,25,1200,18.9,0.188,962,525,4.2303,1.64434E-06,0.000822171,1.370285412
10/5/2014,D11,49-177,35,400,7,0.19,302,1930,13.7843,5.35804E-06,0.002679019,4.465032078
10/5/2014,D11,49-177,35,300,4.35,0.189,234,1980,14.1243,5.4902E-06,0.002745099,4.575165412
10/5/2014,D11,49-177,35,200,1.9,0.188,166,1990,14.1923,5.51663E-06,0.002758315,4.597192078
10/5/2014,D11,49-177,35,100,-0.4,0.186,96,1820,13.0363,5.06729E-06,0.002533643,4.222738745
10/5/2014,D11,49-177,35,50,-1.3,0.183,60,1610,11.6083,4.51221E-06,0.002256107,3.760178745
10/5/2014,D11,49-177,35,400,6.5,0.17,299,2320,16.4363,6.38889E-06,0.003194443,5.324072078
10/5/2014,D11,49-177,35,600,10.8,0.162,434,2320,16.4363,6.38889E-06,0.003194443,5.324072078
10/5/2014,D11,49-177,35,800,14.2,0.15,568,2260,16.0283,6.23029E-06,0.003115147,5.191912078
10/5/2014,D11,49-177,35,1000,16.3,0.134,710,2210,15.6883,6.09813E-06,0.003049067,5.081778745
10/5/2014,D11,49-177,35,1200,17.8,0.118,847,2120,15.0763,5.86025E-06,0.002930123,4.883538745
10/6/2014,F13,49-177,25,400,8.4,0.0878,222,1490,10.9791,4.26764E-06,0.00213382,3.556367294
10/6/2014,F13,49-177,25,300,6.9,0.117,186,1570,11.4671,4.45733E-06,0.002228665,3.71444102
10/6/2014,F13,49-177,25,200,4.3,0.136,135,1615,11.7416,4.56403E-06,0.002282014,3.80335749
10/6/2014,F13,49-177,25,100,1.4,0.149,81.3,1600,11.6501,4.52846E-06,0.002264231,3.773718667
10/6/2014,F13,49-177,25,50,-0.2,0.164,51.2,1480,10.9181,4.24393E-06,0.002121965,3.536608078
10/6/2014,F13,49-177,25,400,11.5,0.177,270,1730,12.4431,4.83671E-06,0.002418353,4.030588471
10/6/2014,F13,49-177,25,600,17.2,0.18,406,1675,12.1076,4.7063E-06,0.002353148,3.921912784
10/6/2014,F13,49-177,25,800,21,0.171,552,1510,11.1011,4.31506E-06,0.002157531,3.595885725
10/6/2014,F13,49-177,25,1000,23.2,0.174,728,1340,10.0641,3.91197E-06,0.001955987,3.259979059
10/6/2014,F13,49-177,25,1200,24,0.163,904,1140,8.8441,3.43775E-06,0.001718877,2.864794745
10/6/2014,F13,49-177,35,400,10.5,0.173,264,4430,28.9131,1.12387E-05,0.005619346,9.365576706
10/6/2014,F13,49-177,35,300,7.2,0.18,208,4500,29.3401,1.14047E-05,0.005702335,9.503891216
10/6/2014,F13,49-177,35,200,3.7,0.185,151,4425,28.8826,1.12268E-05,0.005613418,9.355697098
10/6/2014,F13,49-177,35,100,0.3,0.185,89.7,3725,24.6126,9.56706E-06,0.004783531,7.972552
10/6/2014,F13,49-177,35,50,-0.9,0.183,57,3020,20.3121,7.89543E-06,0.003947716,6.579527294
10/6/2014,F13,49-177,35,400,10.3,0.163,260,4720,30.6821,1.19263E-05,0.005963156,9.938593961
10/6/2014,F13,49-177,35,600,15.8,0.14,363,4750,30.8651,1.19974E-05,0.005998723,9.997871608
10/6/2014,F13,49-177,35,800,19.6,0.116,458,4620,30.0721,1.16892E-05,0.005844601,9.741001804
10/6/2014,F13,49-177,35,1000,22.9,0.104,563,4460,29.0961,1.13098E-05,0.005654913,9.424854353
10/6/2014,F13,49-177,35,1200,24.5,0.087,650,4300,28.1201,1.09304E-05,0.005465224,9.108706902
10/7/2014,D14,49-177,25,400,16.5,0.366,292,1450,9.2994,3.61473E-06,0.001807366,3.012276235
10/7/2014,D14,49-177,25,300,11.8,0.397,225,1670,10.5974,4.11927E-06,0.002059636,3.432726431
10/7/2014,D14,49-177,25,200,7.1,0.425,156,1860,11.7184,4.55501E-06,0.002277506,3.79584251
10/7/2014,D14,49-177,25,100,2.2,0.444,87.1,1920,12.0724,4.69261E-06,0.002346306,3.910510745
10/7/2014,D14,49-177,25,50,-0.3,0.487,50.4,1750,11.0694,4.30274E-06,0.00215137,3.585617412
10/7/2014,D14,49-177,25,400,16.6,0.464,305,1870,11.7774,4.57794E-06,0.002288972,3.814953882
10/7/2014,D14,49-177,25,600,23.4,0.44,462,1640,10.4204,4.05047E-06,0.002025235,3.375392314
10/7/2014,D14,49-177,25,800,27,0.41,631,1360,8.7684,3.40833E-06,0.001704164,2.840273882
10/7/2014,D14,49-177,25,1000,28.7,0.391,812,1150,7.5294,2.92672E-06,0.001463361,2.438935059
10/7/2014,D14,49-177,25,1200,29.2,0.376,1000,1010,6.7034,2.60565E-06,0.001302826,2.171375843
10/7/2014,D14,49-177,35,400,13.8,0.303,280,4500,27.2944,1.06095E-05,0.005304747,8.841244863
10/7/2014,D14,49-177,35,300,9.4,0.306,217,4660,28.2384,1.09764E-05,0.005488216,9.147026824
10/7/2014,D14,49-177,35,200,4.8,0.301,154,4650,28.1794,1.09535E-05,0.005476749,9.127915451
10/7/2014,D14,49-177,35,100,0.3,0.296,91.4,3450,21.0994,8.20146E-06,0.00410073,6.834550745
10/7/2014,D14,49-177,35,50,-1.4,0.296,56.1,3625,22.1319,8.6028E-06,0.0043014,7.168999765
10/7/2014,D14,49-177,35,400,12.9,0.271,281,4860,29.4184,1.14351E-05,0.005717553,9.529254275
10/7/2014,D14,49-177,35,600,19.9,0.256,410,4800,29.0644,1.12975E-05,0.005648752,9.414586039
10/7/2014,D14,49-177,35,800,25.5,0.243,545,4600,27.8844,1.08388E-05,0.005419415,9.032358588
10/7/2014,D14,49-177,35,1000,29,0.228,692,4200,25.5244,9.92148E-06,0.004960742,8.267903686
10/7/2014,D14,49-177,35,1200,31.2,0.217,853,3760,22.9284,8.9124E-06,0.004456202,7.427003294
10/8/2014,G7,49-177,25,400,11.6,0.21,281,1060,8.9453,3.47709E-06,0.001738545,2.897575608
10/8/2014,G7,49-177,25,300,8.7,0.228,216,1120,9.3353,3.62869E-06,0.001814343,3.02390502
10/8/2014,G7,49-177,25,200,5.3,0.246,152,1230,10.0503,3.90661E-06,0.001953305,3.255508941
10/8/2014,G7,49-177,25,100,1.7,0.262,85,1160,9.5953,3.72975E-06,0.001864875,3.108124627
10/8/2014,G7,49-177,25,50,-0.1,0.28,50.1,1040,8.8153,3.42656E-06,0.001713279,2.855465804
10/8/2014,G7,49-177,25,400,13,0.291,297,1275,10.3428,4.02031E-06,0.002010154,3.350256
10/8/2014,G7,49-177,25,600,18.7,0.292,451,1100,9.2053,3.57815E-06,0.001789077,2.981795216
10/8/2014,G7,49-177,25,800,21.8,0.285,621,920,8.0353,3.12337E-06,0.001561684,2.60280698
10/8/2014,G7,49-177,25,1000,23.7,0.277,798,755,6.9628,2.70648E-06,0.001353241,2.255401098
10/8/2014,G7,49-177,25,1200,24.4,0.263,979,665,6.3778,2.47909E-06,0.001239544,2.06590698
10/8/2014,G7,49-177,35,400,11.5,0.238,279,4400,30.6553,1.19159E-05,0.005957948,9.929912863
10/8/2014,G7,49-177,35,300,7.6,0.222,214,4480,31.1753,1.2118E-05,0.006059011,10.09835208
10/8/2014,G7,49-177,35,200,3.9,0.213,152,4240,29.6153,1.15116E-05,0.005755821,9.593034431
10/8/2014,G7,49-177,35,100,0.4,0.218,89.3,3580,25.3253,9.84409E-06,0.004922047,8.203410902
10/8/2014,G7,49-177,35,50,-1,0.221,55.6,2930,21.1003,8.20181E-06,0.004100905,6.834842275
10/8/2014,G7,49-177,35,400,10,0.172,268,4450,30.9803,1.20422E-05,0.006021112,10.03518737
10/8/2014,G7,49-177,35,600,15.2,0.155,384,4570,31.7603,1.23454E-05,0.006172708,10.2878462
10/8/2014,G7,49-177,35,800,19.6,0.146,506,4460,31.0453,1.20675E-05,0.006033745,10.05624227
10/8/2014,G7,49-177,35,1000,25.5,0.138,632,4275,29.8428,1.16001E-05,0.005800036,9.666726588
10/8/2014,G7,49-177,35,1200,26.2,0.13,760,3940,27.6653,1.07537E-05,0.005376832,8.961387373
10/9/2014,H17,49-177,25,400,8.8,0.146,278,705,3.1045,1.20674E-06,0.000603369,1.00561451
10/9/2014,H17,49-177,25,300,6.6,0.16,213,770,3.5465,1.37855E-06,0.000689273,1.148787843
10/9/2014,H17,49-177,25,200,4.2,0.176,150,820,3.8865,1.51071E-06,0.000755353,1.258921176
10/9/2014,H17,49-177,25,100,1.2,0.188,85.3,880,4.2945,1.6693E-06,0.000834649,1.391081176
10/9/2014,H17,49-177,25,50,-0.1,0.199,50.3,820,3.8865,1.51071E-06,0.000755353,1.258921176
10/9/2014,H17,49-177,25,400,10.3,0.2,291,930,4.6345,1.80146E-06,0.000900729,1.50121451
10/9/2014,H17,49-177,25,600,14.2,0.19,441,800,3.7505,1.45784E-06,0.000728921,1.214867843
10/9/2014,H17,49-177,25,800,16,0.174,604,800,3.7505,1.45784E-06,0.000728921,1.214867843
10/9/2014,H17,49-177,25,1000,16.5,0.151,770,730,3.2745,1.27282E-06,0.000636409,1.060681176
10/9/2014,H17,49-177,25,1200,16.9,0.137,945,680,2.9345,1.14066E-06,0.000570329,0.950547843
10/9/2014,H17,49-177,35,400,7.8,0.133,269,3160,19.7985,7.69579E-06,0.003847897,6.413161176
10/9/2014,H17,49-177,35,300,5.25,0.129,210,3220,20.2065,7.85439E-06,0.003927193,6.545321176
10/9/2014,H17,49-177,35,200,2.9,0.138,151,3140,19.6625,7.64293E-06,0.003821465,6.369107843
10/9/2014,H17,49-177,35,100,0.25,0.159,91,2720,16.8065,6.53279E-06,0.003266393,5.443987843
10/9/2014,H17,49-177,35,50,-0.8,0.167,57.9,2300,13.9505,5.42264E-06,0.002711321,4.518867843
10/9/2014,H17,49-177,35,400,7.8,0.133,272,3380,21.2945,8.2773E-06,0.004138649,6.897747843
10/9/2014,H17,49-177,35,600,11.5,0.114,386,3375,21.2605,8.26408E-06,0.004132041,6.88673451
10/9/2014,H17,49-177,35,800,14.6,0.102,500,3300,20.7505,8.06584E-06,0.004032921,6.72153451
10/9/2014,H17,49-177,35,1000,16.8,0.09,631,3140,19.6625,7.64293E-06,0.003821465,6.369107843
10/9/2014,H17,49-177,35,1200,18.4,0.088,770,2840,17.6225,6.84997E-06,0.003424985,5.708307843
10/10/2014,D10,49-177,25,400,9.5,0.252,312,470,2.2393,8.70429E-07,0.000435215,0.725357569
10/10/2014,D10,49-177,25,300,6.7,0.259,239,485,2.3473,9.12409E-07,0.000456205,0.760341098
10/10/2014,D10,49-177,25,200,3.8,0.266,165,515,2.5633,9.9637E-07,0.000498185,0.830308157
10/10/2014,D10,49-177,25,100,0.9,0.296,90,820,4.7593,1.84997E-06,0.000924984,1.541639922
10/10/2014,D10,49-177,25,50,-0.4,0.307,51.7,845,4.9393,1.91993E-06,0.000959967,1.599945804
10/10/2014,D10,49-177,25,400,9.3,0.318,328,870,5.1193,1.9899E-06,0.000994951,1.658251686
10/10/2014,D10,49-177,25,600,13.5,0.327,499,820,4.7593,1.84997E-06,0.000924984,1.541639922
10/10/2014,D10,49-177,25,800,16.1,0.33,676,745,4.2193,1.64007E-06,0.000820033,1.366722275
10/10/2014,D10,49-177,25,1000,17.7,0.328,862,690,3.8233,1.48614E-06,0.00074307,1.238449333
10/10/2014,D10,49-177,25,1200,18.5,0.33,1050,650,3.5353,1.37419E-06,0.000687096,1.145159922
10/10/2014,D10,49-177,35,400,7.6,0.225,309,1770,11.5993,4.50872E-06,0.002254358,3.757263451
10/10/2014,D10,49-177,35,300,5.2,0.223,237,1840,12.1033,4.70462E-06,0.002352312,3.920519922
10/10/2014,D10,49-177,35,200,2.3,0.222,166,1850,12.1753,4.73261E-06,0.002366305,3.943842275
10/10/2014,D10,49-177,35,100,-0.2,0.214,95.3,1710,11.1673,4.3408E-06,0.002170398,3.617329333
10/10/2014,D10,49-177,35,50,-1.14,0.204,57.6,1470,9.4393,3.66911E-06,0.001834556,3.057592863
10/10/2014,D10,49-177,35,400,7.1,0.185,304,2000,13.2553,5.15241E-06,0.002576207,4.293677569
10/10/2014,D10,49-177,35,600,11.3,0.174,443,1970,13.0393,5.06845E-06,0.002534226,4.22371051
10/10/2014,D10,49-177,35,800,14.8,0.162,584,1910,12.6073,4.90053E-06,0.002450266,4.083776392
10/10/2014,D10,49-177,35,1000,17.1,0.145,726,1820,11.9593,4.64865E-06,0.002324325,3.873875216
10/10/2014,D10,49-177,35,1200,-0.5,0.0574,1130,1260,7.9273,3.08139E-06,0.001540694,2.567823451
10/14/2014,H15,49-177,25,400,15.2,0.214,251,1750,12.0566,4.68647E-06,0.002343236,3.905392784
10/14/2014,H15,49-177,25,300,12.7,0.273,197,1820,12.4766,4.84973E-06,0.002424864,4.041439843
10/14/2014,H15,49-177,25,200,8.2,0.317,140,1910,13.0166,5.05963E-06,0.002529814,4.21635749
10/14/2014,H15,49-177,25,100,2.7,0.356,80,2000,13.5566,5.26953E-06,0.002634765,4.391275137
10/14/2014,H15,49-177,25,50,-0.1,0.403,49.7,1800,12.3566,4.80308E-06,0.002401542,4.002569255
10/14/2014,H15,49-177,25,400,17.5,0.274,259,2020,13.6766,5.31617E-06,0.002658087,4.430145725
10/14/2014,H15,49-177,25,600,25.5,0.267,390,2380,15.8366,6.15578E-06,0.00307789,5.129816314
10/14/2014,H15,49-177,25,800,30.7,0.263,542,2200,14.7566,5.73598E-06,0.002867989,4.77998102
10/14/2014,H15,49-177,25,1000,33.2,0.241,699,1900,12.9566,5.03631E-06,0.002518153,4.196922196
10/14/2014,H15,49-177,25,1200,34.1,0.22,867,1560,10.9166,4.24335E-06,0.002121673,3.536122196
10/14/2014,H15,49-177,35,400,15.6,0.231,243,5875,36.8066,1.43069E-05,0.007153471,11.92245161
10/14/2014,H15,49-177,35,300,9.6,0.184,183,5950,37.2566,1.44819E-05,0.00724093,12.06821631
10/14/2014,H15,49-177,35,200,4.5,0.154,133,5150,32.4566,1.26161E-05,0.006308036,10.51339278
10/14/2014,H15,49-177,35,100,0.6,0.149,85,4250,27.0566,1.05171E-05,0.00525853,8.764216314
10/14/2014,H15,49-177,35,50,-0.9,0.15,58,5775,36.2066,1.40737E-05,0.007036859,11.72809867
10/14/2014,H15,49-177,35,400,10.6,0.13,230,5950,37.2566,1.44819E-05,0.00724093,12.06821631
10/14/2014,H15,49-177,35,600,16,0.121,331,5950,37.2566,1.44819E-05,0.00724093,12.06821631
10/14/2014,H15,49-177,35,800,21.1,0.115,430,5925,37.1066,1.44236E-05,0.007211777,12.01962808
10/14/2014,H15,49-177,35,1000,25.7,0.112,536,5850,36.6566,1.42486E-05,0.007124318,11.87386337
10/14/2014,H15,49-177,35,1200,29.6,0.107,645,5650,35.4566,1.37822E-05,0.006891094,11.48515749
10/15/2014,C10,49-177,25,400,11.5,0.187,277,2440,15.7264,6.11294E-06,0.003056472,5.094120157
10/15/2014,C10,49-177,25,300,9.3,234,216,2660,17.0464,6.62604E-06,0.003313018,5.521696627
10/15/2014,C10,49-177,25,200,5.8,0.267,153,2820,18.0064,6.99919E-06,0.003499597,5.832661333
10/15/2014,C10,49-177,25,100,1.7,0.296,86.2,2920,18.6064,7.23242E-06,0.003616209,6.027014275
10/15/2014,C10,49-177,25,50,-0.1,0.369,51.7,3170,20.1064,7.81548E-06,0.003907738,6.512896627
10/15/2014,C10,49-177,25,400,16.1,0.33,287,2600,16.6864,6.4861E-06,0.003243051,5.405084863
10/15/2014,C10,49-177,25,600,24,0.313,426,2460,15.8464,6.15959E-06,0.003079794,5.132990745
10/15/2014,C10,49-177,25,800,30,0.295,571,2250,14.5864,5.66982E-06,0.00283491,4.724849569
10/15/2014,C10,49-177,25,1000,34,0.276,278,1900,12.4864,4.85354E-06,0.002426769,4.044614275
10/15/2014,C10,49-177,25,1200,36.6,0.258,890,1500,10.0864,3.92064E-06,0.001960322,3.26720251
10/15/2014,C10,49-177,35,400,13.4,0.18,239,6100,37.6864,1.46489E-05,0.007324463,12.2074378
10/15/2014,C10,49-177,35,300,9.08,0.179,187,6290,38.8264,1.50921E-05,0.007546025,12.57670839
10/15/2014,C10,49-177,35,200,4.8,0.173,138,6300,38.8864,1.51154E-05,0.007557686,12.59614369
10/15/2014,C10,49-177,35,100,0.5,0.164,86.1,5700,35.2864,1.3716E-05,0.006858016,11.43002604
10/15/2014,C10,49-177,35,50,-1.2,0.154,61.1,4850,30.1864,1.17336E-05,0.005866816,9.778026039
10/15/2014,C10,49-177,35,400,11.2,0.136,230,6250,38.5864,1.49988E-05,0.00749938,12.49896722
10/15/2014,C10,49-177,35,600,17.5,0.13,326,6300,38.8864,1.51154E-05,0.007557686,12.59614369
10/15/2014,C10,49-177,35,800,23,0.125,425,6150,37.9864,1.47655E-05,0.007382769,12.30461427
10/15/2014,C10,49-177,35,1000,28.1,0.119,523,5800,35.8864,1.39493E-05,0.006974627,11.62437898
10/15/2014,C10,49-177,35,1200,32.1,0.115,639,5400,33.4864,1.30164E-05,0.00650818,10.84696722
10/16/2014,C3,49-177,25,400,16.7,0.486,308,1150,7.9097,3.07455E-06,0.001537273,2.562122431
10/16/2014,C3,49-177,25,300,12.1,0.516,235,1270,8.6897,3.37774E-06,0.001688869,2.814781255
10/16/2014,C3,49-177,25,200,7.1,0.551,162,1380,9.4047,3.65566E-06,0.001827831,3.046385176
10/16/2014,C3,49-177,25,100,2.1,0.589,88.9,1380,9.4047,3.65566E-06,0.001827831,3.046385176
10/16/2014,C3,49-177,25,50,-0.2,0.629,50,1260,8.6247,3.35247E-06,0.001676236,2.793726353
10/16/2014,C3,49-177,25,400,17,0.628,319,1860,12.5247,4.86842E-06,0.002434212,4.057020471
10/16/2014,C3,49-177,25,600,24.9,0.65,484,1700,11.4847,4.46417E-06,0.002232085,3.720142039
10/16/2014,C3,49-177,25,800,29.7,0.643,659,1470,9.9897,3.88306E-06,0.001941528,3.235879294
10/16/2014,C3,49-177,25,1000,32.2,0.624,843,1220,8.3647,3.25141E-06,0.001625704,2.709506745
10/16/2014,C3,49-177,25,1200,33.7,0.608,1030,1045,7.2272,2.80926E-06,0.001404628,2.341045961
10/16/2014,C3,49-177,35,400,14.2,0.33,286,4320,28.5147,1.10838E-05,0.005541916,9.236526353
10/16/2014,C3,49-177,35,300,9.6,0.311,218,4450,29.3597,1.14123E-05,0.005706144,9.510240078
10/16/2014,C3,49-177,35,200,4.7,0.296,155,4380,28.9047,1.12354E-05,0.005617713,9.362855765
10/16/2014,C3,49-177,35,100,0.5,0.283,90.3,3900,25.7847,1.00227E-05,0.005011332,8.352220471
10/16/2014,C3,49-177,35,50,-1.2,0.262,57.2,3220,21.3647,8.30458E-06,0.004152292,6.920487137
10/16/2014,C3,49-177,35,400,12.2,0.226,273,4750,31.3097,1.21703E-05,0.006085132,10.14188714
10/16/2014,C3,49-177,35,600,18.8,0.207,391,4775,31.4722,1.22334E-05,0.006116715,10.19452439
10/16/2014,C3,49-177,35,800,24.4,0.191,512,4650,30.6597,1.19176E-05,0.005958803,9.931338118
10/16/2014,C3,49-177,35,1000,28.6,0.175,639,4420,29.1647,1.13365E-05,0.005668245,9.447075373
10/16/2014,C3,49-177,35,1200,2.6,0.047,1040,1180,8.1047,3.15034E-06,0.001575172,2.625287137
10/17/2014,G6,49-177,25,400,14.5,0.182,242,2700,8.0506,3.12932E-06,0.001564658,2.60776298
10/17/2014,G6,49-177,25,300,12,0.242,195,2700,8.0506,3.12932E-06,0.001564658,2.60776298
10/17/2014,G6,49-177,25,200,7.8,0.275,189,2830,8.5186,3.31123E-06,0.001655615,2.759358275
10/17/2014,G6,49-177,25,100,2.6,0.315,80.1,2900,8.7706,3.40918E-06,0.001704592,2.84098651
10/17/2014,G6,49-177,25,50,-0.1,0.344,49.3,2780,8.3386,3.24126E-06,0.001620631,2.701052392
10/17/2014,G6,49-177,25,400,18,0.285,263,2630,7.7986,3.03136E-06,0.001515681,2.526134745
10/17/2014,G6,49-177,25,600,25,0.237,380,2500,7.3306,2.84945E-06,0.001424724,2.374539451
10/17/2014,G6,49-177,25,800,29.8,0.21,509,2190,6.2146,2.41565E-06,0.001207826,2.01304298
10/17/2014,G6,49-177,25,1000,32.7,0.187,649,1840,4.9546,1.92588E-06,0.000962941,1.604901804
10/17/2014,G6,49-177,25,1200,34.2,0.166,791,1570,3.9826,1.54806E-06,0.00077403,1.290050039
10/17/2014,G6,49-177,35,400,14.2,0.195,238,6580,43.2047,1.67939E-05,0.008396961,13.9949342
10/17/2014,G6,49-177,35,300,8.7,0.152,177,6860,45.0247,1.75014E-05,0.008750683,14.58447145
10/17/2014,G6,49-177,35,200,4.5,0.148,130,6720,44.1147,1.71476E-05,0.008573822,14.28970282
10/17/2014,G6,49-177,35,100,0.7,0.142,84,5910,38.8497,1.51011E-05,0.007550553,12.58425576
10/17/2014,G6,49-177,35,50,-1,0.137,60,4800,31.6347,1.22966E-05,0.006148297,10.24716165
10/17/2014,G6,49-177,35,400,9.1,0.09,204,6700,43.9847,1.70971E-05,0.008548556,14.24759302
10/17/2014,G6,49-177,35,600,13.8,0.07,271,6360,41.7747,1.62381E-05,0.008119036,13.53172635
10/17/2014,G6,49-177,35,800,18.4,0.07,343,6160,40.4747,1.57328E-05,0.007866377,13.11062831
10/17/2014,G6,49-177,35,1000,20.7,0.06,415,6140,40.3447,1.56822E-05,0.007841111,13.06851851
10/17/2014,G6,49-177,35,1200,22,0.05,476,4030,26.6297,1.03511E-05,0.005175561,8.625934196
